,index,query,value,date,operator
0,0,سردار سلیمانی,71150,2020-01-01,ایرانسل
1,1,آهنگ پیشواز سردار سلیمانی ایرانسل,30000,2020-01-01,ایرانسل
2,2,طریقه وارد کردن شارژ ایرانسل,16250,2020-01-01,ایرانسل
3,3,نحوه فعال سازی اینترنت ایرانسل,14600,2020-01-01,ایرانسل
4,4,لغو بسته اینترنت ایرانسل,11400,2020-01-01,ایرانسل
5,5,سامانه ۸۰۰ ایرانسل,6450,2020-01-01,ایرانسل
6,6,کد لغو تبلیغات ایرانسل,4300,2020-01-01,ایرانسل
7,7,اینترنت به صرفه ایرانسل,300,2020-01-01,ایرانسل
8,8,خرید نت ایرانسل,250,2020-01-01,ایرانسل
9,9,کد وارد کردن شارژ ایرانسل,190,2020-01-01,ایرانسل
10,10,پرداخت قبض موبایل ایرانسل,170,2020-01-01,ایرانسل
11,11,حذف تبلیغات ایرانسل,160,2020-01-01,ایرانسل
12,12,کد استعلام شارژ ایرانسل,130,2020-01-01,ایرانسل
13,13,تنظیم اینترنت ایرانسل,130,2020-01-01,ایرانسل
14,14,طریقه انتقال شارژ ایرانسل,130,2020-01-01,ایرانسل
15,15,بانک ملت,130,2020-01-01,ایرانسل
16,16,روش انتقال اینترنت ایرانسل,120,2020-01-01,ایرانسل
17,17,انتقال شارژ همراه اول به ایرانسل,110,2020-01-01,ایرانسل
18,18,تست سرعت اینترنت,110,2020-01-01,ایرانسل
19,19,شماره تماس با اپراتور ایرانسل,110,2020-01-01,ایرانسل
20,20,تبدیل سیم کارت اعتباری ایرانسل به دائمی,100,2020-01-01,ایرانسل
21,21,انتقال شارژ ایرانسل به ایرانسل,100,2020-01-01,ایرانسل
22,22,تست سرعت اینترنت ایرانسل,80,2020-01-01,ایرانسل
23,23,irancell.ir,70,2020-01-01,ایرانسل
24,24,ارتباط با ایرانسل,70,2020-01-01,ایرانسل
25,0,اینترنت داخلی چیست,16150,2020-02-01,ایرانسل
26,1,بسته های اینترنت ایرانسل نامحدود ماهانه,8350,2020-02-01,ایرانسل
27,2,varzesh3,7750,2020-02-01,ایرانسل
28,3,دانلود تلگرام ایکس برای ایرانسل,7550,2020-02-01,ایرانسل
29,4,نحوه خرید بسته اینترنتی ایرانسل,6350,2020-02-01,ایرانسل
30,5,نتایج زنده,5750,2020-02-01,ایرانسل
31,6,گفتگوی آنلاین ایرانسل,3250,2020-02-01,ایرانسل
32,7,بسته بین المللی ایرانسل چیست,750,2020-02-01,ایرانسل
33,8,ایرانسل من برای ایفون,650,2020-02-01,ایرانسل
34,9,اینترنت بین المللی ایرانسل,650,2020-02-01,ایرانسل
35,10,سهام عدالت,550,2020-02-01,ایرانسل
36,11,كد وارد كردن رمز شارژ ایرانسل,400,2020-02-01,ایرانسل
37,12,دانا ایرانسل,300,2020-02-01,ایرانسل
38,13,اینترنت بین الملل ایرانسل چیست,250,2020-02-01,ایرانسل
39,14,بسته های اینترنتی ایرانسل,150,2020-02-01,ایرانسل
40,15,کد بسته های اینترنت ایرانسل ماهانه,150,2020-02-01,ایرانسل
41,16,دانلود نرم افزار ایرانسل من,140,2020-02-01,ایرانسل
42,17,اشتراک رایگان فیلیمو ایرانسل,130,2020-02-01,ایرانسل
43,18,کد مکالمه رایگان ایرانسل,120,2020-02-01,ایرانسل
44,19,گرفتن شارژ اضطراری ایرانسل,120,2020-02-01,ایرانسل
45,20,لغو پیامک تبلیغاتی ایرانسل,120,2020-02-01,ایرانسل
46,21,کد موجودی ایرانسل,110,2020-02-01,ایرانسل
47,22,پیش شماره های ایرانسل,110,2020-02-01,ایرانسل
48,23,انتقال اعتبار ایرانسل,100,2020-02-01,ایرانسل
49,24,شاپ ایرانسل,100,2020-02-01,ایرانسل
50,0,۱۰۰ گیگ اینترنت ایرانسل,166900,2020-03-01,ایرانسل
51,1,۱۰۰ گیگ اینترنت رایگان ایرانسل,137850,2020-03-01,ایرانسل
52,2,100 گیگ اینترنت رایگان,83700,2020-03-01,ایرانسل
53,3,100 گیگ اینترنت رایگان ایرانسل,80700,2020-03-01,ایرانسل
54,4,عیدی همراه اول,79400,2020-03-01,ایرانسل
55,5,عیدانه ایرانسل,75750,2020-03-01,ایرانسل
56,6,عیدی ایرانسل ۹۹,65700,2020-03-01,ایرانسل
57,7,بسته ۱۰۰ گیگ اینترنت ثابت رایگان ایرانسل,61000,2020-03-01,ایرانسل
58,8,صد گیگ اینترنت رایگان ایرانسل,36650,2020-03-01,ایرانسل
59,9,عیدی همراه اول ۹۹,36500,2020-03-01,ایرانسل
60,10,شماره اینترنت ثابت ایرانسل,35300,2020-03-01,ایرانسل
61,11,عیدی ایرانسل 99,29150,2020-03-01,ایرانسل
62,12,۱۰۰گیگ اینترنت رایگان ایرانسل,29050,2020-03-01,ایرانسل
63,13,کد عیدانه ایرانسل,20100,2020-03-01,ایرانسل
64,14,کد اینترنت رایگان همراه اول 99,13400,2020-03-01,ایرانسل
65,15,بالا بردن سرعت اینترنت ایرانسل,11650,2020-03-01,ایرانسل
66,16,کد عیدی ایرانسل 99,11600,2020-03-01,ایرانسل
67,17,کد هدیه تولد ایرانسل,11200,2020-03-01,ایرانسل
68,18,کد ۱۰۰ گیگ اینترنت رایگان ایرانسل,11100,2020-03-01,ایرانسل
69,19,شماره اینترنت ثابت چیست,10650,2020-03-01,ایرانسل
70,20,چطوری اینترنت رایگان بگیریم ایرانسل,8700,2020-03-01,ایرانسل
71,21,20 گیگ اینترنت رایگان ایرانسل,8300,2020-03-01,ایرانسل
72,22,دانلود ایرانسل من با لینک مستقیم,7650,2020-03-01,ایرانسل
73,23,70 گیگ اینترنت رایگان ایرانسل,7400,2020-03-01,ایرانسل
74,24,خرید بسته اینترنت ایرانسل برای دیگران,6750,2020-03-01,ایرانسل
75,0,ثبت نام ایرانسل رایگان,229250,2020-04-01,ایرانسل
76,1,ثبت نام سیم کارت رایگان ایرانسل,190150,2020-04-01,ایرانسل
77,2,ثبت نام سیم کارت همراه اول رایگان,71350,2020-04-01,ایرانسل
78,3,ثبت نام سیمکارت رایگان ایرانسل,36950,2020-04-01,ایرانسل
79,4,سیم کارت رایگان رایتل,35050,2020-04-01,ایرانسل
80,5,خرید سیم کارت رایگان همراه اول,33550,2020-04-01,ایرانسل
81,6,خرید آنلاین سیم کارت ایرانسل,27900,2020-04-01,ایرانسل
82,7,ثبت نام اینترنتی سیم کارت ایرانسل,23950,2020-04-01,ایرانسل
83,8,سایت ثبت نام سیم کارت ایرانسل,21850,2020-04-01,ایرانسل
84,9,سیم کارت اولی ایرانسل,20700,2020-04-01,ایرانسل
85,10,سیمکارت ایرانسل سرپرست خانوار,20700,2020-04-01,ایرانسل
86,11,پیگیری سیم کارت ایرانسل رایگان,17850,2020-04-01,ایرانسل
87,12,کارگزاری مفید,8150,2020-04-01,ایرانسل
88,13,shop.mci.ir,7650,2020-04-01,ایرانسل
89,14,چگونه بفهمیم سیم کارت ایرانسل به نام کیست,7600,2020-04-01,ایرانسل
90,15,shop.irancell,7200,2020-04-01,ایرانسل
91,16,ایران جیب,7000,2020-04-01,ایرانسل
92,17,digikala,6100,2020-04-01,ایرانسل
93,18,ثبت نام کتاب درسی,5850,2020-04-01,ایرانسل
94,19,ثبت نام سیم کارت همراه اول,4500,2020-04-01,ایرانسل
95,20,کارگزاری آگاه,4500,2020-04-01,ایرانسل
96,21,فعال سازی سیم کارت ایرانسل خریداری شده,3450,2020-04-01,ایرانسل
97,22,ثبت نام سیم کارت ایرانسل,3300,2020-04-01,ایرانسل
98,23,ثبت سیم کارت ایرانسل,3150,2020-04-01,ایرانسل
99,24,سیم کارت رایگان همراه اول,2500,2020-04-01,ایرانسل
100,0,ثبت نام ایران خودرو,35300,2020-05-01,ایرانسل
101,1,ایرانخودرو,15200,2020-05-01,ایرانسل
102,2,سایت ایران خودرو,13600,2020-05-01,ایرانسل
103,3,امتا,12000,2020-05-01,ایرانسل
104,4,تنظیمات دستی اینترنت ایرانسل,9450,2020-05-01,ایرانسل
105,5,اپلیکیشن لنز ایرانسل,7700,2020-05-01,ایرانسل
106,6,فال حافظ,2550,2020-05-01,ایرانسل
107,7,ثبت نام خودرو,1300,2020-05-01,ایرانسل
108,8,ایران خودرو,750,2020-05-01,ایرانسل
109,9,دانلود لنز ایرانسل,700,2020-05-01,ایرانسل
110,10,سهام عدالت,350,2020-05-01,ایرانسل
111,11,دانلود ایرانسل من برای ایفون از اپ استور,250,2020-05-01,ایرانسل
112,12,رمز شارژ اضطراری ایرانسل,250,2020-05-01,ایرانسل
113,13,کد اینترنت رایگان ایرانسل 99,200,2020-05-01,ایرانسل
114,14,سجام,200,2020-05-01,ایرانسل
115,15,سایپا,200,2020-05-01,ایرانسل
116,16,لنز ایرانسل,160,2020-05-01,ایرانسل
117,17,خط رند ایرانسل,160,2020-05-01,ایرانسل
118,18,کد دایورت ایرانسل,150,2020-05-01,ایرانسل
119,19,لغو آهنگ پیشواز ایرانسل,140,2020-05-01,ایرانسل
120,20,تغییر نام سیم کارت ایرانسل,120,2020-05-01,ایرانسل
121,21,چگونه سیم کارت ایرانسل را فعال کنیم,120,2020-05-01,ایرانسل
122,22,خرید شارژ همراه اول,110,2020-05-01,ایرانسل
123,23,لغو تمدید خودکار اینترنت ایرانسل,110,2020-05-01,ایرانسل
124,24,تبدیل سیم کارت ایرانسل به 4g,100,2020-05-01,ایرانسل
125,0,خدمات مبتنی بر محتوا ایرانسل,10000,2020-06-01,ایرانسل
126,1,خدمات مبتنی بر محتوا ایرانسل چیست,8200,2020-06-01,ایرانسل
127,2,8 گیگ اینترنت رایگان ایرانسل,7700,2020-06-01,ایرانسل
128,3,شارژ آنلاین ایرانسل,6650,2020-06-01,ایرانسل
129,4,ورزش3,4500,2020-06-01,ایرانسل
130,5,رومینگ ایرانسل,750,2020-06-01,ایرانسل
131,6,اینترنت ثابت ایرانسل چیست,350,2020-06-01,ایرانسل
132,7,دانلود نسخه وب ایرانسل من,350,2020-06-01,ایرانسل
133,8,باقیمانده حجم اینترنت مودم ایرانسل,250,2020-06-01,ایرانسل
134,9,موجودی بسته ایرانسل,250,2020-06-01,ایرانسل
135,10,کد فعال سازی آهنگ پیشواز ایرانسل,250,2020-06-01,ایرانسل
136,11,خرید آنلاین سیم کارت ایرانسل,180,2020-06-01,ایرانسل
137,12,کد بسته های اینترنت ایرانسل ماهانه,170,2020-06-01,ایرانسل
138,13,باقیمانده حجم اینترنت ایرانسل,150,2020-06-01,ایرانسل
139,14,مای ایرانسل وب,140,2020-06-01,ایرانسل
140,15,رمز خرید اینترنت ایرانسل,140,2020-06-01,ایرانسل
141,16,irancell man,120,2020-06-01,ایرانسل
142,17,کدهای دستوری ایرانسل,120,2020-06-01,ایرانسل
143,18,کد انتقال شارژ همراه اول به ایرانسل,110,2020-06-01,ایرانسل
144,19,کد دستوری خرید اینترنت ایرانسل,110,2020-06-01,ایرانسل
145,20,کد مکالمه رایگان ایرانسل,110,2020-06-01,ایرانسل
146,21,کد دایورت ایرانسل,100,2020-06-01,ایرانسل
147,22,سیم کارت اولی ایرانسل,90,2020-06-01,ایرانسل
148,23,کد دوشنبه سوری ایرانسل,90,2020-06-01,ایرانسل
149,24,تغییر رمز مودم ایرانسل,90,2020-06-01,ایرانسل
150,0,سایت ایرانسل خرید بسته,35600,2020-07-01,ایرانسل
151,1,بسته های بلند مدت ایرانسل,23050,2020-07-01,ایرانسل
152,2,سایت رسمی ایرانسل,9650,2020-07-01,ایرانسل
153,3,digikala,4450,2020-07-01,ایرانسل
154,4,فروشگاه آنلاین ایرانسل,4350,2020-07-01,ایرانسل
155,5,اینترنت بلند مدت ایرانسل,1350,2020-07-01,ایرانسل
156,6,خرید بسته های اینترنتی ایرانسل,600,2020-07-01,ایرانسل
157,7,کد بسته های اینترنت ایرانسل ماهانه,550,2020-07-01,ایرانسل
158,8,اینترنت داخلی ایرانسل چیست,350,2020-07-01,ایرانسل
159,9,بسته داخلی ایرانسل چیست,300,2020-07-01,ایرانسل
160,10,5 گیگ اینترنت ایرانسل,300,2020-07-01,ایرانسل
161,11,خط رند ایرانسل,250,2020-07-01,ایرانسل
162,12,نحوه خرید بسته اینترنتی ایرانسل,250,2020-07-01,ایرانسل
163,13,اینترنت یکساله ایرانسل,250,2020-07-01,ایرانسل
164,14,بسته های اینترنتی ایرانسل,250,2020-07-01,ایرانسل
165,15,بسته ماهانه ایرانسل,200,2020-07-01,ایرانسل
166,16,خرید بسته های اینترنت ایرانسل,200,2020-07-01,ایرانسل
167,17,بسته های اینترنت ایرانسل ماهانه,200,2020-07-01,ایرانسل
168,18,دانلود فیلیمو ایرانسل,190,2020-07-01,ایرانسل
169,19,سایت ایرانسل اینترنت,190,2020-07-01,ایرانسل
170,20,وب سایت ایرانسل,170,2020-07-01,ایرانسل
171,21,خرید بسته های ایرانسل,170,2020-07-01,ایرانسل
172,22,بسته های اینترنت ایرانسل,160,2020-07-01,ایرانسل
173,23,شارژ نت ایرانسل,160,2020-07-01,ایرانسل
174,24,ترفند بسته های اینترنت ایرانسل,160,2020-07-01,ایرانسل
175,0,کد پیشواز ایرانسل محرم,54500,2020-08-01,ایرانسل
176,1,هدیه عید غدیر ایرانسل,38800,2020-08-01,ایرانسل
177,2,اهنگ پیشواز محرم,36100,2020-08-01,ایرانسل
178,3,اینترنت رایگان ایرانسل عید غدیر,21050,2020-08-01,ایرانسل
179,4,هدیه ایرانسل به مناسبت عید غدیر,9800,2020-08-01,ایرانسل
180,5,سنجش,9000,2020-08-01,ایرانسل
181,6,هدیه ایرانسل برای عید غدیر,6150,2020-08-01,ایرانسل
182,7,امروز چندمه,5900,2020-08-01,ایرانسل
183,8,کد اینترنت رایگان ایرانسل به مناسبت عید غدیر,3250,2020-08-01,ایرانسل
184,9,عیدی ایرانسل به مناسبت عید غدیر,3200,2020-08-01,ایرانسل
185,10,آهنگ پیشواز محرم ایرانسل,2550,2020-08-01,ایرانسل
186,11,پیشواز محرم,1700,2020-08-01,ایرانسل
187,12,پیشواز محرم ایرانسل,1350,2020-08-01,ایرانسل
188,13,کد هدیه ایرانسل عید غدیر,700,2020-08-01,ایرانسل
189,14,کد غیر فعال سازی رومینگ ایرانسل,250,2020-08-01,ایرانسل
190,15,رومینگ ایرانسل,170,2020-08-01,ایرانسل
191,16,سامانه سعدی,170,2020-08-01,ایرانسل
192,17,سایت ایرانسل خرید بسته اینترنت,160,2020-08-01,ایرانسل
193,18,کد آهنگ پیشواز همراه اول,120,2020-08-01,ایرانسل
194,19,سایت ایرانسل خرید اینترنت,110,2020-08-01,ایرانسل
195,20,کد لغو پیشواز ایرانسل,110,2020-08-01,ایرانسل
196,21,سایت همراه اول,110,2020-08-01,ایرانسل
197,22,کد پیشواز همراه اول,100,2020-08-01,ایرانسل
198,23,آهنگ پیشواز همراه اول,100,2020-08-01,ایرانسل
199,24,کد مکالمه رایگان ایرانسل,100,2020-08-01,ایرانسل
200,0,سیمکارت دانش آموزی ایرانسل,21050,2020-09-01,ایرانسل
201,1,سیمکارت دانش آموزی,18300,2020-09-01,ایرانسل
202,2,اهنگ نیستش قابل دسترس عین خط ایرانسل,12900,2020-09-01,ایرانسل
203,3,آهنگ نیستش قابل دسترس مثل خط ایرانسل,10500,2020-09-01,ایرانسل
204,4,کد دستوری غیر فعال سازی رومینگ ایرانسل,8050,2020-09-01,ایرانسل
205,5,کدهای دستوری ایرانسل,7800,2020-09-01,ایرانسل
206,6,ثبت نام سیم کارت دانش آموزی ایرانسل,7800,2020-09-01,ایرانسل
207,7,دانلود آهنگ نیستش قابل دسترس عین خط ایرانسل,7400,2020-09-01,ایرانسل
208,8,192.168.l.l,6850,2020-09-01,ایرانسل
209,9,دانلود اهنگ نیستش قابل دسترس مثل خط ایرانسل,6050,2020-09-01,ایرانسل
210,10,نام نقطه دستیابی ایرانسل,5650,2020-09-01,ایرانسل
211,11,سیم کارت دانش آموزی ایرانسل,3450,2020-09-01,ایرانسل
212,12,سیم کارت دانش آموزی,2500,2020-09-01,ایرانسل
213,13,نیستش قابل دسترس عین خط ایرانسل,1800,2020-09-01,ایرانسل
214,14,کد غیر فعال سازی رومینگ ایرانسل,600,2020-09-01,ایرانسل
215,15,غیر فعال سازی رومینگ ایرانسل,500,2020-09-01,ایرانسل
216,16,برنامه شاد,400,2020-09-01,ایرانسل
217,17,کد رومینگ ایرانسل,400,2020-09-01,ایرانسل
218,18,8 گیگ اینترنت رایگان ایرانسل,350,2020-09-01,ایرانسل
219,19,کد اینترنت رایگان ایرانسل 99,350,2020-09-01,ایرانسل
220,20,فعال سازی اینترنت دانش اموزی ایرانسل,350,2020-09-01,ایرانسل
221,21,ورزش3,300,2020-09-01,ایرانسل
222,22,غیرفعال سازی رومینگ ایرانسل,300,2020-09-01,ایرانسل
223,23,رومینگ ایرانسل,250,2020-09-01,ایرانسل
224,24,دانلود ایرانسل من با لینک مستقیم,250,2020-09-01,ایرانسل
225,0,کیف دیجیتال ایرانسل چیست,15900,2020-10-01,ایرانسل
226,1,سایت ایران خودرو,12700,2020-10-01,ایرانسل
227,2,گفتگوی آنلاین ایرانسل,12700,2020-10-01,ایرانسل
228,3,وب میل ایرانسل,8400,2020-10-01,ایرانسل
229,4,irancell man,3750,2020-10-01,ایرانسل
230,5,کیف پول دیجیتال ایرانسل,1350,2020-10-01,ایرانسل
231,6,کیف دیجیتال ایرانسل,750,2020-10-01,ایرانسل
232,7,دانلود فیلیمو ایرانسل,450,2020-10-01,ایرانسل
233,8,لغو تمدید خودکار بسته اینترنت ایرانسل,250,2020-10-01,ایرانسل
234,9,آسیاتک,200,2020-10-01,ایرانسل
235,10,لغو تمدید خودکار اینترنت ایرانسل,160,2020-10-01,ایرانسل
236,11,گرفتن بسته اینترنت ایرانسل,130,2020-10-01,ایرانسل
237,12,کد پیشواز ایرانسل عاشقانه,100,2020-10-01,ایرانسل
238,13,چگونه آهنگ پیشواز ایرانسل را حذف کنیم,90,2020-10-01,ایرانسل
239,14,کد موجودی اینترنت ایرانسل,90,2020-10-01,ایرانسل
240,15,دانلود اپلیکیشن ایرانسل من,80,2020-10-01,ایرانسل
241,16,کداهنگ پیشوازایرانسل,80,2020-10-01,ایرانسل
242,17,ایران خودرو,70,2020-10-01,ایرانسل
243,18,تغییر آهنگ پیشواز ایرانسل,70,2020-10-01,ایرانسل
244,19,کیف پول دیجیتال ایرانسل چیست,70,2020-10-01,ایرانسل
245,20,قیمت طلا,70,2020-10-01,ایرانسل
246,21,ارتباط با ایرانسل,70,2020-10-01,ایرانسل
247,22,باقیمانده حجم اینترنت ایرانسل,60,2020-10-01,ایرانسل
248,23,دانلود ایرانسل من با لینک مستقیم,60,2020-10-01,ایرانسل
249,24,کد دوشنبه سوری ایرانسل,60,2020-10-01,ایرانسل
250,0,ترفند انتقال شارژ همراه اول به ایرانسل,10100,2020-11-01,ایرانسل
251,1,شماره اپراتور ایرانسل جدید,5500,2020-11-01,ایرانسل
252,2,اینترنت دانش آموزی ایرانسل,450,2020-11-01,ایرانسل
253,3,فعال سازی اینترنت دانش اموزی ایرانسل,300,2020-11-01,ایرانسل
254,4,5 گیگ اینترنت ایرانسل رایگان,300,2020-11-01,ایرانسل
255,5,نسخه پیشرفته وب اپلیکیشن ایرانسل من,200,2020-11-01,ایرانسل
256,6,کد شارژ اضطراری همراه اول,180,2020-11-01,ایرانسل
257,7,خط رند ایرانسل,150,2020-11-01,ایرانسل
258,8,کد فعالسازی اینترنت ایرانسل,140,2020-11-01,ایرانسل
259,9,انتقال مالکیت سیم کارت ایرانسل,120,2020-11-01,ایرانسل
260,10,کد اینترنت دانش آموزی ایرانسل,110,2020-11-01,ایرانسل
261,11,چگونه شاد را رایگان کنیم ایرانسل,110,2020-11-01,ایرانسل
262,12,طریقه انتقال شارژ ایرانسل,100,2020-11-01,ایرانسل
263,13,digikala,90,2020-11-01,ایرانسل
264,14,قطع پیامک تبلیغاتی ایرانسل,90,2020-11-01,ایرانسل
265,15,my.irancell.ir,90,2020-11-01,ایرانسل
266,16,بسته های مودم ایرانسل,90,2020-11-01,ایرانسل
267,17,مودم مبین نت,90,2020-11-01,ایرانسل
268,18,غیر فعال سازی رومینگ ایرانسل,80,2020-11-01,ایرانسل
269,19,نماوا,80,2020-11-01,ایرانسل
270,20,کد خط به خط ایرانسل,80,2020-11-01,ایرانسل
271,21,طرح مکالمه ایرانسل,80,2020-11-01,ایرانسل
272,22,دانلود برنامه مای ایرانسل,80,2020-11-01,ایرانسل
273,23,گرفتن اینترنت رایگان ایرانسل,80,2020-11-01,ایرانسل
274,24,مودم های ایرانسل,70,2020-11-01,ایرانسل
275,0,سجام,32400,2020-12-01,ایرانسل
276,1,هدیه شب یلدا ایرانسل,29400,2020-12-01,ایرانسل
277,2,اینترنت رایگان ایرانسل شب یلدا,19550,2020-12-01,ایرانسل
278,3,سامانه سجام,10250,2020-12-01,ایرانسل
279,4,شارژ وایمکس ایرانسل,8050,2020-12-01,ایرانسل
280,5,دانلود ایرانسل من برای آیفون,5850,2020-12-01,ایرانسل
281,6,دیوار تهران,4850,2020-12-01,ایرانسل
282,7,اینترنت ثابت ایرانسل چیست,4850,2020-12-01,ایرانسل
283,8,هدیه ایرانسل برای شب یلدا ۹۹,3900,2020-12-01,ایرانسل
284,9,فال حافظ,3250,2020-12-01,ایرانسل
285,10,فعال سازی volte ایرانسل,300,2020-12-01,ایرانسل
286,11,تنظیمات دستی اینترنت ایرانسل,250,2020-12-01,ایرانسل
287,12,irancell.ir,160,2020-12-01,ایرانسل
288,13,کد رایگان شدن شاد ایرانسل,140,2020-12-01,ایرانسل
289,14,تاریخ امروز,140,2020-12-01,ایرانسل
290,15,بسته های نامحدود ایرانسل,120,2020-12-01,ایرانسل
291,16,سوزاندن سیم کارت ایرانسل,120,2020-12-01,ایرانسل
292,17,آبوهوا,120,2020-12-01,ایرانسل
293,18,نرم افزار ایرانسل من,110,2020-12-01,ایرانسل
294,19,بسته نامحدود ایرانسل,100,2020-12-01,ایرانسل
295,20,کد غیر فعال سازی رومینگ ایرانسل,100,2020-12-01,ایرانسل
296,21,فروشگاه اینترنتی ایرانسل,100,2020-12-01,ایرانسل
297,22,کد بسته نامحدود ایرانسل,100,2020-12-01,ایرانسل
298,23,چگونه پیشواز ایرانسل را حذف کنیم,100,2020-12-01,ایرانسل
299,24,دانلود لنز ایرانسل,90,2020-12-01,ایرانسل
300,0,هدیه دهه فجر ایرانسل,79250,2021-01-01,ایرانسل
301,1,اینترنت هدیه دهه فجر ایرانسل,34000,2021-01-01,ایرانسل
302,2,اینترنت رایگان دهه فجر ایرانسل,33350,2021-01-01,ایرانسل
303,3,کد هدیه دهه فجر ایرانسل,22700,2021-01-01,ایرانسل
304,4,هدیه ایرانسل برای دهه فجر,17150,2021-01-01,ایرانسل
305,5,کد اینترنت رایگان ایرانسل به مناسبت دهه فجر,7550,2021-01-01,ایرانسل
306,6,تکان شگفت انگیز ایرانسل من,6850,2021-01-01,ایرانسل
307,7,کد 50 گیگ اینترنت رایگان ایرانسل,4600,2021-01-01,ایرانسل
308,8,چگونه شارژ ایرانسل را وارد کنیم,1050,2021-01-01,ایرانسل
309,9,کد اینترنت دهه فجر ایرانسل,800,2021-01-01,ایرانسل
310,10,دانلود چارخونه ایرانسل,250,2021-01-01,ایرانسل
311,11,irancell man,200,2021-01-01,ایرانسل
312,12,سیمکارت رایگان رایتل,170,2021-01-01,ایرانسل
313,13,کد موجودی اینترنت ایرانسل,150,2021-01-01,ایرانسل
314,14,ایرانسل من نسخه قدیمی,150,2021-01-01,ایرانسل
315,15,دانلود اپلیکیشن ایرانسل من,140,2021-01-01,ایرانسل
316,16,كد وارد كردن رمز شارژ ایرانسل,140,2021-01-01,ایرانسل
317,17,کد مانده شارژ ایرانسل,130,2021-01-01,ایرانسل
318,18,خرید بسته مکالمه ایرانسل,100,2021-01-01,ایرانسل
319,19,اینترنت هدیه ایرانسل,80,2021-01-01,ایرانسل
320,20,چارخونه ایرانسل,80,2021-01-01,ایرانسل
321,21,کد ایرانسل برای موجودی اینترنت,70,2021-01-01,ایرانسل
322,22,کد موجودی ایرانسل,60,2021-01-01,ایرانسل
323,23,خرید خط ایرانسل,60,2021-01-01,ایرانسل
324,24,انتقال مالکیت سیم کارت ایرانسل,60,2021-01-01,ایرانسل
325,0,اینترنت دانشجویی ایرانسل,23550,2021-02-01,ایرانسل
326,1,خرید شارژ ایرانسل بدون مالیات,17550,2021-02-01,ایرانسل
327,2,بسته های ساعتی ایرانسل,16650,2021-02-01,ایرانسل
328,3,چرا اینترنت ایرانسل وصل نمیشه,12000,2021-02-01,ایرانسل
329,4,تنظیمات اینترنت ایرانسل ایفون,6800,2021-02-01,ایرانسل
330,5,هدیه ۴۲ گیگابایتی ایرانسل,5300,2021-02-01,ایرانسل
331,6,کد اینترنت دهه فجر ایرانسل,400,2021-02-01,ایرانسل
332,7,کد اینترنت رایگان دهه فجر ایرانسل,400,2021-02-01,ایرانسل
333,8,اینترنت ساعتی ایرانسل,350,2021-02-01,ایرانسل
334,9,5 گیگ اینترنت ایرانسل رایگان,350,2021-02-01,ایرانسل
335,10,تکان شگفت انگیز ایرانسل من,350,2021-02-01,ایرانسل
336,11,خرید بهترین بسته اینترنت ایرانسل,350,2021-02-01,ایرانسل
337,12,اینترنت دهه فجر ایرانسل,300,2021-02-01,ایرانسل
338,13,کد شارژ اضطراری ایرانسل رایگان,250,2021-02-01,ایرانسل
339,14,کد دریافت تنظیمات اینترنت ایرانسل,250,2021-02-01,ایرانسل
340,15,اینترنت هدیه ایرانسل دهه فجر,250,2021-02-01,ایرانسل
341,16,هدیه ایرانسل دهه فجر,250,2021-02-01,ایرانسل
342,17,هدیه ایرانسل برای دهه فجر,250,2021-02-01,ایرانسل
343,18,192.168.l.l,250,2021-02-01,ایرانسل
344,19,کد بسته ساعتی ایرانسل,200,2021-02-01,ایرانسل
345,20,digikala,190,2021-02-01,ایرانسل
346,21,اینترنت رایگان ایرانسل دهه فجر,180,2021-02-01,ایرانسل
347,22,کد اینترنت رایگان ایرانسل به مناسبت دهه فجر,160,2021-02-01,ایرانسل
348,23,فروشگاه اینترنتی ایرانسل,130,2021-02-01,ایرانسل
349,24,نت نامحدود ایرانسل,120,2021-02-01,ایرانسل
350,0,عیدی ایرانسل,280800,2021-03-01,ایرانسل
351,1,عیدانه ایرانسل,133100,2021-03-01,ایرانسل
352,2,کد عیدی ایرانسل,93600,2021-03-01,ایرانسل
353,3,عیدی ایرانسل ۱۴۰۰,92950,2021-03-01,ایرانسل
354,4,هدیه نوروزی ایرانسل,52550,2021-03-01,ایرانسل
355,5,عیدانه ایرانسل ۱۴۰۰,39400,2021-03-01,ایرانسل
356,6,اینترنت عیدی ایرانسل,33150,2021-03-01,ایرانسل
357,7,کد عیدانه ایرانسل,30350,2021-03-01,ایرانسل
358,8,هدیه نیمه شعبان ایرانسل,23900,2021-03-01,ایرانسل
359,9,کد عیدی همراه اول,21550,2021-03-01,ایرانسل
360,10,بسته عیدانه ایرانسل,20400,2021-03-01,ایرانسل
361,11,هدیه ایرانسل نوروز 1400,17050,2021-03-01,ایرانسل
362,12,هدیه ایرانسل به مناسبت مبعث,14700,2021-03-01,ایرانسل
363,13,هدیه ایرانسل برای عید نوروز,13700,2021-03-01,ایرانسل
364,14,کد عیدی ایرانسل 1400,12000,2021-03-01,ایرانسل
365,15,هدیه عید مبعث ایرانسل,12000,2021-03-01,ایرانسل
366,16,شیپور,8250,2021-03-01,ایرانسل
367,17,کد عیدانه ایرانسل ۱۴۰۰,7900,2021-03-01,ایرانسل
368,18,اینترنت رایگان عید نوروز 1400 ایرانسل,7650,2021-03-01,ایرانسل
369,19,کد عیدانه ایرانسل 1400,6800,2021-03-01,ایرانسل
